round,dataset,algorithm,fcpc,device,gpu_name,gpu_monitor_backend,gpu_sample_count,pairing_metric,reference_strategy,fcpc_update_rule,grad_center_mix,grad_center_step_scale,grad_center_direction,proximal_frequency,mean_effective_proximal_contraction,min_effective_proximal_contraction,max_effective_proximal_contraction,std_effective_proximal_contraction,mean_grad_proxy_distance,grad_proxy_available_fraction,center_clip_limit,mean_center_distance,mean_center_clip_scale,safe_pairing_limit,safe_pairing_feasible_edges,train_pool_examples,assigned_unique_examples,client_examples_min,client_examples_max,alpha,beta_base,beta,beta_schedule,beta_min,partner_weighting,mean_partner_weight,mean_effective_beta,lambda_jsdn,learning_rate,train_clients,train_examples,train_task_loss,train_algorithm_loss,train_fcpc_raw_loss,train_fcpc_weighted_loss,train_total_loss,client_update_second_moment,client_update_variance,server_update_norm,update_cancellation_fraction,mean_pair_update_disagreement,pairing_strategy,selected_clients,pair_count,unpaired_count,paired_global_mass,pair_individual_kl_residual,pair_mixture_kl_residual,pair_mixture_kl_residual_normalized,pair_complementarity_gain,pair_complementarity_gain_normalized,pair_kl_identity_error,mean_pair_label_entropy,min_pair_label_entropy,mean_pair_class_coverage,min_pair_class_coverage,mean_selected_pairing_score,total_selected_pairing_score,pairing_time_s,round_time_s,process_cpu_mean_pct,process_cpu_peak_pct,rss_peak_mib,gpu_util_mean_pct,gpu_util_peak_pct,gpu_memory_peak_mib,server_download_bytes,server_upload_bytes,peer_upload_bytes,round_total_bytes,cumulative_total_bytes,val_loss,val_acc,test_loss,test_acc
11,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,8,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.04508498714123193,6,23261.0,1.0169373771455128,0.0,0.0,0.0,1.0169373771455128,15.03474416359673,10.35528895043032,2.1632047322052137,0.6887572769767987,0.0,fair_greedy_dissimilar,1;5;7;3;4;8,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.825538105971646,11.484374999999998,23.583333333333332,4048.1328125,64.875,97.0,755.17919921875,268406448,268406448,0,536812896,5904941856,2.3067205001831055,0.1892,,
12,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,8,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.04409578746963608,6,22803.0,0.9725295821234923,0.0,0.0,0.0,0.9725295821234923,20.82227516178298,9.766938628633419,3.32495629938444,0.4690621314472333,0.0,fair_greedy_dissimilar,9;4;3;0;7;5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703739899036009,11.507291666666667,24.641666666666666,4048.203125,61.875,97.0,755.17919921875,268406448,268406448,0,536812896,6441754752,2.7573821701049805,0.2316,,
13,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,11,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.04302914641491876,6,36101.0,0.9291788456261725,0.0,0.0,0.0,0.9291788456261725,22.366480742498954,16.168460408369086,2.489582517300527,0.7228879598089182,0.0,fair_greedy_dissimilar,8;5;1;4;2;0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59125697996933,10.445454545454545,24.133333333333336,4048.23046875,80.27272727272727,97.0,755.17919921875,268406448,268406448,0,536812896,6978567648,2.2206559425354,0.164,,
14,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,9,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.041889447033967596,6,28252.0,0.8768556948176832,0.0,0.0,0.0,0.8768556948176832,14.612553939650411,11.163925698259963,1.8570484037035215,0.7639954803287247,0.0,fair_greedy_dissimilar,7;4;2;6;5;1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.835108315979596,11.080555555555556,23.391666666666666,3975.796875,77.11111111111111,98.0,755.17919921875,268406448,268406448,0,536812896,7515380544,2.0774006072998046,0.2138,,
15,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,9,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.040681372596003657,6,30426.0,0.7474399722683072,0.0,0.0,0.0,0.7474399722683072,17.827819690654984,11.612921296429086,2.492968963644576,0.651393475953044,0.0,fair_greedy_dissimilar,2;8;4;1;9;0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.302619144960772,11.66851851851852,24.933333333333334,3975.82421875,70.88888888888889,97.0,755.17919921875,268406448,268406448,0,536812896,8052193440,2.169939764404297,0.222,,
16,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,9,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.039409887338023704,6,26903.0,0.9144233884740238,0.0,0.0,0.0,0.9144233884740238,14.604616300595948,10.304683599432252,2.0736286569675086,0.7055769409825979,0.0,fair_greedy_dissimilar,0;5;3;7;4;8,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593080203980207,11.218518518518518,23.599999999999998,3975.84375,76.33333333333333,97.0,755.17919921875,268406448,268406448,0,536812896,8589006336,2.11176457862854,0.295,,
17,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,8,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.038080216065685506,6,22984.0,0.8316340888035119,0.0,0.0,0.0,0.8316340888035119,16.856591249484104,10.915237517242101,2.437489382517334,0.6475352340250542,0.0,fair_greedy_dissimilar,2;8;9;3;1;7,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.726733302988578,11.58125,24.083333333333332,3975.8515625,80.125,97.0,755.17919921875,268406448,268406448,0,536812896,9125819232,2.2660928119659425,0.2248,,
18,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,9,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.03669782268346068,6,26647.0,0.7678303449723037,0.0,0.0,0.0,0.7678303449723037,13.048012613638429,10.075094819686823,1.7242150563784608,0.7721555267708173,0.0,fair_greedy_dissimilar,7;6;3;1;5;8,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.536544135014992,11.148148148148147,24.241666666666664,4001.04296875,94.77777777777777,98.0,755.17919921875,268406448,268406448,0,536812896,9662632128,2.08912451171875,0.238,,
19,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,10,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.03526838774227925,6,33566.0,0.7002830388145311,0.0,0.0,0.0,0.7002830388145311,14.480348490038232,9.910760527164467,2.1376597600725065,0.6844282267808057,0.0,fair_greedy_dissimilar,0;1;2;7;8;9,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.055194724001922,11.273333333333332,22.71666666666667,4001.0625,77.6,98.0,755.17919921875,268406448,268406448,0,536812896,10199445024,1.9404769649505615,0.307,,
20,cifar10,fedavg,False,cuda:0,NVIDIA GeForce RTX 3090,nvidia-smi,7,jsdn,partner,penalty,0.0,0.0,none,none,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,45000,45000,323,11292,0.1,0.0,0.0,constant,0.0,uniform,0.0,0.0,0.3,0.033797785096927366,6,20925.0,0.9567816572177937,0.0,0.0,0.0,0.9567816572177937,14.482150280480248,9.19697927974424,2.298950394614909,0.6350560645663469,0.0,fair_greedy_dissimilar,9;6;5;2;7;4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.352079261967447,12.072619047619046,24.21666666666667,4025.765625,88.0,98.0,755.17919921875,268406448,268406448,0,536812896,10736257920,2.245343648147583,0.1664,,
