model_seed,checkpoint_round,panel,pair_count,spearman_jsdn_gradient,spearman_jsdn_update,spearman_gradient_update,mean_gradient_difference,mean_update_difference,mean_absolute_gradient_update_gap
42,0,raw,45,0.5989459815546772,0.6546772068511199,0.5790513833992095,0.9996822832255393,0.9329586990010756,0.23315806509795844
42,0,ldp,45,0.6123847167325428,0.5549407114624506,0.5790513833992095,0.9996822832255393,0.9329586990010756,0.23315806509795844
42,5,raw,45,0.6150197628458498,0.622266139657444,0.8557312252964426,0.933876836215423,1.0073075806957446,0.11369392841729213
42,5,ldp,45,0.6666666666666666,0.6574440052700923,0.8557312252964426,0.933876836215423,1.0073075806957446,0.11369392841729213
42,20,raw,45,0.6249011857707509,0.6353096179183135,0.8466403162055336,0.7691118806134714,0.9762779094907824,0.21251898308423825
42,20,ldp,45,0.6516469038208169,0.6948616600790514,0.8466403162055336,0.7691118806134714,0.9762779094907824,0.21251898308423825
42,50,raw,45,0.4226613965744401,0.535441370223979,0.950197628458498,0.9946572445015912,0.992310918690636,0.11617897828573945
42,50,ldp,45,0.42859025032938075,0.5075098814229249,0.950197628458498,0.9946572445015912,0.992310918690636,0.11617897828573945
